,Review,Ground_Truth_Label
57,"Polish film maker Walerian Borowczyk's La Bête (French, 1975, aka The Beast) is among the most controversial and brave films ever made and a very excellent one too. This film tells everything that's generally been hidden and denied about our nature and our sexual nature in particular with the symbolism and silence of its images. The images may look wild, perverse, ""sick"" or exciting, but they are all in relation with the lastly mentioned. Sex, desire and death are very strong and primary things and dominate all the flesh that has a human soul inside it. They interest and temptate us so powerfully (and by our nature) that they are considered scary, unacceptable and something too wild to be true.<br /><br /> A sophisticated young woman travels with her mother to a French countryside to meet her soon-to-become husband whom with she has had a letter affair of some kind. All are very exciting and each others' parents and relatives wait impatiently to see the new people arriving to their families. The innocence of the young bride shines through and no one knows what can happen and wake up inside the walls of the big and beautiful French mansion, with all its humans and animals, and a mysterious ""la bête"" that turns out to be something that the characters, nor most of the film's audience, could have never imagined to be real and (in front of) them.<br /><br />The film is about the same theme as Canadian David Cronenberg's debyt feature Shivers (1975), which happens inside a huge luxury building in which destructive and gory parasites spread from human to human by sexual contact and make people act furiously and violently in their lust for pleasure and fulfilment of instincts. Human has instincts that can be and are stronger than his will and that is why those instincts can be as dangerous and powerful as the instincts of some other animal, a beast, be it a lust for blood, revenge or sex and carnal pleasure. Humans are only animals that have intelligence and tools to convey it but because we are also animals, that intelligence is not always used too much as can be seen anywhere around us. The film opens greatly, and very shockingly for most hypocritic attitudes, showing a horny male horse raging in fury as he waits to get inside the mare and continue the race, but the rage and visible lust we see from his eyes and violent movements are the key elements of that beginning and why it is there, not the close-ups of organs as could be so easily claimed. The horse is a beast that battles in an almost unbearable heat, in heat that's much stronger than his will as he doesn't have any control at that point anymore. The power of the instinct makes an animal a beast.<br /><br />After the memorable beginning, the characters get introduced, and the film fantastically has all the necessary age groups inside it from the little innocent children waiting to grow up and develop to their blossom, to the adults and elders that all represent their own part of the lifespan, creating the face of human life on screen. A film doesn't necessarily need more characters this way as all the important ones are already there and represent the whole race, including the urban and countryside inhabitants, and both sexes. The mansion makes the protagonist girl's sexuality wake as she saws the horses coupling and acting like she obviously has never thought of. For the first time she sees something unique and something that excites and feels almost vital for her and her body, like getting water when you're very thirsty. The transformation of the girl is a very important element in the film as she has lived unaware of these things inside her, with his mother and camera and a letter-boyfriend, even though the things have just waited for the moment to burst out. Flesh desires flesh and that belongs to being a humanimal, but still those things are not so easily admitted everywhere and films like these trying to depict it get banned for decades? Man's stupidity and unwillingness to interpret images must not be an argument for a film being banned or otherwise violated.<br /><br />The film's last 30 minutes are also as important as the beginning, and once again show how powerful cinema is without needless words and talk. As the girl and audience realizes what her body starts to feel and desire, she starts to have dreams about the mysterious beast that turns out to be none other than the undressed form of ourselves, having lived in the woods without other people/beasts near him. The dream sequence is the one that causes and caused most of the controversy alongside the film's overall straight and honest attitude, and the images are so easy to be judged as ""perverse"" and ""pornographic"", without a courage to go deeper into them, character reactions and thoughts behind what we see. The images are exciting in her dream and also eventually inside the dream for the dream's (more) human character, and Borowczyk forces us to admit it with the images that are so close to a ""normal"" sexual act between a man and a female, which is a beautiful thing and expression of love, another human need. Also the numerous, and cleverly blackly humorous love making scenes inside the mansion, between the young mother and the black servant, get interrupted many times as someone screams for the servant, for example, and there's no doubt that the sensual image of two young human bodies being together and being interrupted with an angry shout at least doesn't become any more pleasant by the interruption. Borowczyk has managed to paint his images so beautiful and ""sensitive"" that his message is almost impossible to be misunderstood, but nothing seems to be impossible for our cultures and minds that criticize art. He uses dialogue only when it's necessary, otherwise the images do the job and make the film powerful.<br /><br />Death is also there, as flesh dies sooner or later, after years of life and instincts, it dies. The ending is inevitable but the meaning of the dream sequence could have also been as powerful without the kind of dramatic and ""revealing"" ending too. Another blackly humorous element comes when we see the shocked city women running out of the place in which they saw a little more than they were looking for! They visited the mansion of truth about flesh, us and them. The film reminds me of French writer Georges Bataille's Story of the Eye with its same themes about eroticism, death and how they both are always connected to the nature of our flesh. The book is well written and fantastic as well as this film, and naturally both have been blamed for their ""too explicit"" content and other equally noteworthy shallow comments.<br /><br />Borowczyk's film is also very beautiful visually alongside its raw honesty, and the nature and forest have rarely looked so bright and shining as they do in this film. The sun shines through the trees, and to everyplace where humans live, and the beauty of it is always there, but so is the ugliness that originates by the inhabitants of the world. To every innocent white sheep there's a selfish, evil and horrible beast in our world and that is why the intelligence we have been given never fully seems to overcome the power of our bad instincts and the other side of the sheep, present inside every human soul. It is about how many manages to keep the dark side passive and not active. The fulfilment of some of our instincts is not a bad thing, and by using this intelligence and seeing which of the instincts are good and which bad, they can be satisfied without exploitation, violence and the lethal and destructive circle created by it. Human is not more than an animal with intelligence, intelligence that is so easy to be forgotten and eaten to the background by things that feel better and more satisfying at each and perhaps sudden moment. Borowczyk's film is a masterpiece, unforgettable and clever piece of magical cinema with ageless theme and also an example of how much can be achieved, expressed and given by a film maker, who is also only a human.",Positive
58,"'Renaissance (2006)' was created over a period of six years, co-funded by France, Luxembourg and the United Kingdom at a cost of around 14 million. The final result is a staggering accomplishment of comic-book style animation, aesthetically similar to what Robert Rodriguez and Frank Miller achieved with 'Sin City (2005),' but this film employed motion capture with live-actors to translate their faces and movements into an entirely animated format. Presented in stark black-and-white, the film looks as though it has been hoisted from the very pages of the graphic novel on which it was based, and the futuristic city of Paris looms ominously above us. Directed by French filmmaker Christian Volckman, in his feature-length debut, 'Renaissance' draws significantly from other films in the science-fiction genre, and the tech-noir storyline isn't something we haven't seen before, but, from a technical standpoint, it is faultless.<br /><br />The year is 2054. The city of Paris is a crumbling metropolis filled with dark alleys and deserted footpaths, the recent installation of modern technology merely offering a thin mask to the pitiable degradation of the darkened buildings. The city's largest corporation, Avalon, achieved wealth through offering citizens the promise of beauty and youth, and the company's research department is continually striving to invent greater means of eliminating the aging process. Ilona Tasuiev (voiced by Romola Garai in the English-language version, which I watched) , a brilliant young scientist, is mysteriously kidnapped on her return from work, and so it falls to legendary detective Barthélémy Karas (Daniel Craig) to uncover her current whereabouts. Possibly holding the key to the woman's disappearance is Bislane (Catherine McCormack), Ilona's hardened elder sister, whose trustworthiness is in question, and Jonas Muller (Ian Holm), the dedicated medical doctor who adored Ilona as his own daughter.<br /><br />The eerie, dimly-lit city of Paris is reminiscent of Ridley Scott's 'Blade Runner (1982),' and some of the technology looks as though it might have been borrowed from Tom Cruise in 'Minority Report (2002)' {which was, coincidentally, also set in the year 2054}. However, despite this familiarity, Volckman has created an exciting world for his characters to inhabit. Blending classic film-noir and science-fiction, the result is an eye-catching collage of harsh lighting and dark shadows, which, I should warn, occasionally becomes difficult on the viewer's eyes. The dialogue is a little banal at times, and the story, though engaging, doesn't offer anything strikingly original {except for the ending, which I thought was a bold twist on the usual formula}, but 'Renaissance' is intended to work best as a visual treat, and that it succeeds in this regard cannot be denied.",Positive
59,"The plot of this film is not strong at all, lots of holes. If you approach it as a car movie its not bad, lots of great cars in this one. The reason I like it is because I am from the area where this was filmed. I get the most enjoyment looking at the recognizable places in St. Cloud MN and seeing how the town has changed since 89. Its an interesting historical piece for us locals. Seems like whenever a film is made here everyone wants some relationship to it. It is impossible to find a copy in any of the local video stores as they were all stolen once it came out on VHS. Had to get a copy from Japan on Ebay I find it interesting how the path of the drag race is all over town. I didn't know the director was from St.Cloud.",Negative
60,"I really, really enjoyed watching this movie! At first, seeing its poster I thought it was just another easy romantic comedy ... but it is simply more than this! I personally believe that this idea (that I'm sure a good part of the viewers had just before they saw the movie) it's yet another important part of the big concept of this movie itself (or even of its marketing strategy)! What I mean is: Nowadays we are slaves to images! To impressions! I went to the cinema to view this film having the wrong impression, the wrong expectations, and at the end I felt how superficial I could be! To exemplify it comes to my mind the sequence near the end in which Sidney buys the plane ticket to go back to New York and as he is asked to 'give an autograph', meaning to sign for the ticket, he believes that just because he got on TV thanks to the scandal at the awards he is now some kind of celebrity. And this is just, I believe, the climax of this main theme around which the movies revolves. Above this, I believe the movie also offers us a solution to get along with this, illustrated throughout the movie by Sidney's attitude: don't become too serious about yourself or about anybody else ... ""even saints were people in the beginning"" ... as Sophie once says in the movie. The saints of the moment are the stars. We attribute them an 'aura' of perfection, of eternal happiness, but the reality is much less than that. Even the saints of any religion are images, ideal models of how to behave and how to live your life. Even they were not for real ... they became 'for real' after they died and we looked back at them. And that's the catch: we need our saints! we need our stars! We strive for them as if it wasn't for them we wouldn't have anything to strive for. And television and all other media are means to create and capture our strivings. We desperately need benchmarks in regard to which to measure ourselves. And that's how we got in the cinema to watch this movie in the first place: to see if we can fit the benchmark, or if the benchmark is to small for us. This time it was larger than we expected.",Positive
61,"This was in short a terrible disappointment. By far the worst adaptation of one of my favourite novels. The dialogue was horribly clumsy; I could sense no feeling behind the words expressed by the characters. The lines were delivered too hastily and felt rather out of place. They could just as well have been cited by statues. The chemistry between George C. Scott and Susannah York was non-existent and watching an American Rochester felt strange. He could have at least tried to do a British accent. I like George C. Scott as an actor, but this simply did not work. I felt like I was watching highlights from Jane Eyre, where the main pieces of the story had been randomly put together with no regard to the flow of the story. The scenery and music were all very nice, but I could feel none of the passion and love that is supposed to be between Jane and Rochester and the movie left me totally unmoved.<br /><br />If you want to see a good version of Jane Eyre I suggest you watch the 1983 BBC version with Timothy Dalton and Zelah Clarke or the 1997 version with Ciarán Hinds and Samantha Morton. Now these two are brilliant adaptations.",Negative
62,"Despite positive reviews and screenings at the international festivals, this movie is not for everyone.<br /><br />The story is very similar to other movies, in which a teenage girl from the family of immigrants needs to overcome many common personal problems of her age, and also to struggle against the pressure of ethnic traditions in her family. She does that by choosing some kind of sport, and with the help of a local boy, that for some reason falls in love with her, she confronts her problems and wins.<br /><br />In Girlfight it's boxing, in Bend it like Beckham it's soccer, and now it's Kung Fu.<br /><br />But Fighter is much inferior product than these two, it was simply embarrassing to watch it. Semra Turan, the ""actress"" that playing the role of a teenage girl, maybe can do a lot of things, but one thing she can't do is to act. Her presence on the screen is anemic and clumsy, the dramatic situations, in which she tries to show some emotions, are dreadful, her body and facial language are of amateur actress, badly instructed by the director. The rest of the cast is a little better, but they just cannot save this cliché movie with stereotypical characters and shallow plot. Besides a few relatively good moments this movie has nothing new or interesting to offer.<br /><br />Even the kung fu fighting is not a reason to watch this, it's just so boring. The slow motion was really unnecessary, the choreography was basic and lacked the inspiration, and most of the kung fu scenes are just training or standing in all kind of kung fu positions, not actually fighting. Not to mention how ridiculous it looks when a small and skinny girl fights big and muscular boys, and knocks them off their feet. <br /><br />The only reason this movie has been noticed at all is because it's European. It's very easy to publicize this movie - A first martial arts film from Denmark, but don't be fooled, it's not. It's just a drama about stupid teenage girl and her problems, which are, by the way, not really convincing.<br /><br />Bad movie with embarrassing lines, acting and story.",Negative
63,"Sandwiched in between San Francisco and Captains Courageous two of Spencer Tracy's greatest parts is this very curious film about war and the effects it has on some people. They Gave Him A Gun stars Spencer Tracy and Franchot Tone in the only film they ever made together and Gladys George as the woman who loves them both.<br /><br />Tracy and Tone are a couple of World War I draftees, Tone is a weak character who almost goes over the hill in boot camp, but Tracy stops him. Tracy is still playing the lovable blowhard, younger Wallace Beery type that MGM envisioned for him when they signed him away from Fox. <br /><br />Over at the front Tone gets an opportunity and takes it when during a fight he manages to get to a church tower that peers down on a German machine gun nest. He's learned to shoot by now and he does a Sergeant York. But Alvin C. York was never changed by the war the way Tone has.<br /><br />Wounded in the fight Tone convalesces at a hospital with Gladys George looking out for him. Tracy goes AWOL himself to visit his pal and he and George get something going. Later on when Tracy is reported missing in action, Tone and George marry. Tracy's brokenhearted when he comes back and learns of the marriage, but takes sit in stride. <br /><br />The rest of the film is dealing with Tone applying the the wartime skills he's learned to the gangster trade. He's a hit-man now and George doesn't really know what he does for a living. I think you can figure the rest out.<br /><br />The part of the film that gave me some trouble is that I can't believe Gladys George couldn't figure it out. She's a street smart girl, her part is very much like the one she played in The Roaring Twenties opposite James Cagney.<br /><br />Speaking of The Roaring Twenties, Humphrey Bogart's character development there is similar to Tone's although he was not the central character of the movie. In fact there are elements of They Gave Him A Gun that are to be found in Taxi Driver and in Clint Eastwood's classic, The Unforgiven. <br /><br />The World War I battle sequences are very well staged by director Woody Van Dyke. For some reason Leonard Maltin panned this film, I think it's a lot better than he gave it credit.",Positive
64,"Rachel Griffiths writes and directs this award winning short film. A heartwarming story about coping with grief and cherishing the memory of those we've loved and lost. Although, only 15 minutes long, Griffiths manages to capture so much emotion and truth onto film in the short space of time. Bud Tingwell gives a touching performance as Will, a widower struggling to cope with his wife's death. Will is confronted by the harsh reality of loneliness and helplessness as he proceeds to take care of Ruth's pet cow, Tulip. The film displays the grief and responsibility one feels for those they have loved and lost. Good cinematography, great direction, and superbly acted. It will bring tears to all those who have lost a loved one, and survived.",Positive
65,"Of course, by any normal standard of film criticism, Soldier is a very poor film indeed. Kurt Russell is a futuristic super soldier raised since birth to kill but then made obsolete after being bettered by a bunch of really super soldiers at a dangly hoop ruck that looks a bit like a Gladiators contest without the crash mats.<br /><br />Abandoned on a junk planet, he's befriended by a community of naff space hippies that teach him about gardening, family life and, um, breasts. Kurt doesn't talk much. Finally the really super soldiers turn up and kill the hippies by shooting them in the back while they're running away. Kurt gets angry and kills everyone. A planet gets totalled. The end.<br /><br />Unless the Academy start a new category for ""Best Explosion"", Soldier is not going to win any awards. However, as ludicrous as it is, it remains an enjoyable experience. The military hardware is the coolest since Aliens (the APC's especially) and, at 90 minutes long, it doesn't outstay its welcome. Please note that the below mark is only a guide. Knock five points off if you intend to take it seriously and discount one more if you don't like miniguns.<br /><br />7 out of 10",Positive
66,"This is a very sad movie. Really. Nothing happens in this movie. The Script is bad!!! I guess they've just copy-paste the first 15 pages to 90 pages. The Producers must have thought let's create a Hollywood movie here in Belgium. They didn't succeed. Now in the third week it is only running in Antwerp and Brussels at 22h45 or something. In the past we have had really good movies in Belgium, like Daens. Shades is a waste of your time. Maybe you could sneak in the theater after you've seen a real movie. If you've seen 10 minutes of Shades, you've seen it all. It was advertised to death on local radio and TV. I hope it will disappear in the Shades soon.",Negative
67,"When I first saw the Romeo Division last spring my first reaction was BRILLIANT! However, on future viewings I was provided with much more than masterful film-making. This picture has a singular voice that will echo throughout the annuls of film history.<br /><br />The opening montage provides a splendid palette which helmer JP Sarro uses to establish his art on this canvas of entertainment.<br /><br />Sarro truly uses the camera as his paintbrush while he brings us along on a ride that envelops the audience in a tremendous action movie that goes beyond the traditional format we have become accustomed to and dives deeply into dark themes of betrayal, revenge and the importance of companionship. This movie is any director's dream at its very core.<br /><br />However, Sarro was not alone in this epic undertaking. The writing, provided by scribe Tim Sheridan, was just as breathtaking.<br /><br />The dialogue was so precise and direct that it gave the actors such presence and charisma on the screen. Specifically speaking, the final scene (WARNING: SPOILERS!!! SPOILERS!!!) where Vanessa reveals herself to be one of the coalition and a villain all the time, is written in such a dark tone that it is one of the most chilling endings I have ever seen. Sheridan is the next Robert Towne.<br /><br />In a final note it is obvious that this production was no small feat.<br /><br />Therefore much praise must be given to producer Scott Shipley who seems to have the creativity and genius to walk next to Jerry Bruckheimer. Never before have I witnessed a production so grand with so much attention directed at every little detail. A producers job is one of the hardest in any movie and Shipley makes it look easy.<br /><br />All in all this film combines creative writing, stunning production and masterful direction. This is the art of film at its best. When the ending of the film arrives the only thing that is desired is more.<br /><br />The Romeo Division is groundbreaking, a masterpiece and, most importantly, The Romeo Division is indeed art.",Positive
68,"The first half of this movie is a pure delight. Novel. Funny. Wonderful performances. A close knit brother and sister living in Manhattan fall for the same woman! Adult. Bright. Witty. What more could you ask. As a romantic comedy this starts refreshing. It heads into unexplored territory. And then it falls apart.<br /><br />It goes from being a universal adult comedy to a coming-of-age coming-out-of-the-closet story that has been done many times before. What a disappointment. As a people film it begins with such promise. Why does it need to turn into such a pedestrian ""I am who I am"" film. The freeze-frame ending shot of Heather Graham's jumping in the air to celebrate ""her happiness at finding herself"" underlines the banality of the last part of the film.<br /><br />It could have been different. It could have been magical. It ended up being the same old same old.",Negative
69,"Really enjoyed this little movie. It's a moving film about struggle, sacrifice and especially the bonds of friendship between different peoples (the child actor who plays Miki is especially good). There's so many large scale impersonal films set around WW2, that this convincingly told little story is a real break from the norm, and an original one at that. I'll also add that this film is far from boring, very far!! Of course the Horses are wonderful and the scenery breathtaking. To anyone who really treats their animal as part of the family (I do), you'll find this film especially rewarding. Recommended to movie fans who look for something a little different.",Positive
70,"I realize that alot of people hate this movie, but i must admit that it is one of my favorites. I happen to like it better then its predeccesor and happy to like it better than alot of movies.<br /><br />First off, I think that people never give the story any credit, much like Back to the Future, Time Travel is hard to write, and in this movie they included Time Travel and a Spiritual Journey.<br /><br />I also feel that Keanu and Alex were on there best performances in this movie, they looked cooler, acted cooler, and said cooler things.<br /><br />The set design of this movie is awsome as well, The sets are quite detailed and massive at times and it can be hard to believe that these sets were made for a movie about two teenage buds who can hardly spell...but isnt that the genius of the whole franchise, making these two idiots bigger than life characters that are responsible for the entire utopian future of earth.<br /><br />The costume design was awsome as well. Bill and Ted actually look cool in Bogus Journey, where as in Excellent Adventure they look rather like, well as they would put it, FAGS!!!<br /><br />Even the music in this movie is awsome, the score especially. There so much i could say about this film, cause i love it. But this is one of those movies i grew up watching and everytime i did i liked it more, so i can understand why people hate or just think its Bogus compared to Excellent adventure (which i also love by the way).<br /><br />GET DOWN WITH YOUR BAD SELF!!!!",Positive
71,"As a long-time fan of all the Star Trek series,I found this a disappointing episode, and I wonder if the liberal use of ""flashbacks"" featuring Will Riker's exploits, both positive (and largely romantic) and negative (lots of pain, and a crewmate's death)was a money-saving device, as were many of their ""bottle shows"" (episodes in which all scenes take place on the Enterprise). Diana Muldaur(who also appeared at least twice on the original series) deserved a better final appearance than this for her character, Dr. Kate Pulaski. Loyal viewers (in the Star Trek world, is there any other kind?) also were shortchanged. This was the last episode of second season; thus, the season ended ""not with a bang"" but with ""a whimper.""",Negative
72,"There is only one reason to watch this movie if you are not related to one of the stars or a producer: actress Nichole Hiltz. She is the show in this slow moving and wildly unlikely story of revenge. Directed by Simon Gornick, the film stars Joyce Hyser as a betrayed wife who decides to seek revenge on her cheatin' spouse. Oh, but not by conventional means. She plans a total guerrilla war and recruits bad girl Nichole Hiltz as her weapon of choice. She wants Nichole (as Tuesday) to get close to her ex (the handsome but dull Stephan Jenkins, who should stick to music) to embarrass him and ruin his life. David DeLuise is good in his few brief moments, and former ""Crime Story"" star Anthony Dennison is given virtually nothing to do but scowl. Hiltz on the other hand comes off at various times as sexy and playful, then evil and devious. She also handles vulnerable and ""maybe a bit psychotic"" well. She's also quite hot (though there's no naughty bits show) so you can understand how she might be able to get to any guy she is aimed at. But the performance is kind of wasted in this movie, which is just not edgy or interesting enough to recommend.",Negative
73,"Follow-up to 1973's far better ""Cleopatra Jones"" has statuesque black actress Tamara Dobson returning to her signature role as chic, super-tough narcotics agent, here busting a heroin ring in Hong Kong. Cross-pollination of blaxploitation action-flick and kung-fu B-movie is fun at the outset but eventually flags. The shoot-out finale is right off the assembly-line, and Dobson herself seems less energetic than before (she's still sexy, and she puts a unique spin on her comically-stilted dialogue, but these surroundings may have been too much of one thing for her--she's jaded). Stella Stevens plays the villainess this time; she's good, but can't match Shelley Winters in the predecessor. ** from ****",Negative
74,"A unique film...one of the best of all time. Acting, script, Quincy Jones' score, cinematography, editing, etc. -- just fantastic. As most viewers know, this movie is based on Truman Capote's book about the famous murder of a Kansas farm family (the Clutters) by a couple of young guys during a misguided robbery. I've never seen a movie that so brilliantly turned a true story into a riveting film. <br /><br />The actors are solid across the board, but the focus is on the killers, Dick and Perry, and the law enforcement team pursuing them. Scott Wilson, as Dick Hickock is amazing. Cocky, twitchy, and devoid of compassion he comes across so charming, oily and plausible. Robert Blake as Perry Smith is extraordinary as well -- lonely, and at once empathetic and cold-blooded. Who could fold these characteristics into one individual and make us buy it? He does, and it's brilliant! A key point of the book is how it took the intersection of these two very differently sociopathic individuals to create the critical mass to commit such a stupid and heinous crime, and these two actors make it work beautifully. Both had moments in their subsequent careers, but these performances are high water marks, and that stands for acting period. <br /><br />The cops are wonderful too. Leading the investigation is John Forsythe, but the other three detectives are great as well. Unlike contemporary movies where producers feel it necessary to endow police with superhuman assets or foibles, these are just genuine flatfeet, working the case with determination and competence. They seem so real. I've never seen cops on the screen so powerful in their authenticity; and I've seen most of the crime classics going way back. Really one of a kind in this respect. <br /><br />PARTIAL SPOILER COMING (this movie's unique in that you already know what's happened, but I'm warning for the record). <br /><br />Of course, the best scenes from the best crime shows and movies are the interrogations -- the intellectual fencing matches between the cops and the crooks, Mano a Mano. This movie has hands down the best interrogation scenes you'll ever see on film. Watch Dick and Perry try to bluff their way through and slowly unravel, unaware the cops have the goods on them. But the cops need to deftly prep their suspects to fracture their alibis and hopefully elicit confessions. This is some of the best acting you'll ever see. Think Glengarry Glen Ross without the showboating. <br /><br />To help translate the sad and horrific angles of this true story, ICB was filmed at the actual Clutter house, and I've heard the Clutters were played by film students to give them a genuine feel. It works. These seem like decent, simple folk. It makes the crime so palpable and sad. <br /><br />I'll stop here. It's not a feel-good movie, but it is one of the best movies ever made, and so unique, it's mandatory viewing for every film buff.",Positive
75,"The plot certainly seemed interesting enough. How can a real-life brutal murder be turned into a truly boring movie? Well, you can watch ""Wonderland"" and find out.<br /><br />I had heard of the Wonderland murders before this film was released and found it to be an interesting true story of some genuinely sadistic people. Unfortunately, there is zero character development, so we never get a chance to understand why any of this was done or get a good sense of the interrelationships between the characters. The pace of the direction was very tedious. This all leads to an extraordinarily boring movie.<br /><br />Given that Dawn Schiller - a central character as Holmes's girlfriend - was an associate producer and that Holmes's wife was a consultant on the film, we should have had the opportunity to gain some real insight into the characters.",Negative
76,"I loved the Batman tv series and was really looking forward to this. But they tried to do too much.<br /><br />Why they had the story of Adam West and Burt Ward trying to recover the batmobile was beyond me. I don't want to knock Burt or Adam for the way they look now.....It's been 35 years since they appeared at Batman and Robin, but to see them dressed in dress suits and fighting 'badguys' was kinda sad. I would rather of just seen the ex-stars do commentary. The batmobile side story was stupid.<br /><br />As for the flashback movie, I think it was too short and left out way too much. It was really just a quick overview in my opinion. I'd like more background. They showed the Penguin and Joker for about a minute each just to tell the same stuff I already knew. The Joker had a mustache under his makeup and the penguin had to smoke even though he hated it and was an ex-smoker. That was it on those 2.<br /><br />I'd love to read the book. I am sure it has more in it that this showed. Like why was there 2 Riddlers or why 3 Catwoman's or 3 Mister Freezes. Where was Commishioner Gordon, Cheif OHara, Alfred, Mister Freeze, King Tut, etc. the List goes on. Like I said even the ones that were in this one were barely in it.<br /><br />Very disappointing. And really corny.",Negative
77,"Sunday would not be Sunday without an action movie, and when you want intense combat, you turn to Tom Berenger (Platoon).<br /><br />Here he plays a sniper in the jungle going after rebels and drug lords. Life's a bitch, so he gets a green office type (Billy Zane) to help on the mission.<br /><br />The film is in the hands of Luis Llosa, who stunk up Anaconda. he doesn't do much better here, but Berenger makes the movie worthwhile.<br /><br />Sure, it may be a little long - who wants to see a lot of walking through the jungle, but is is good, tense action when the time is right.",Positive
78,"Even though the book wasn't strictly accurate to the real situation it described it still carried a sense of Japan. I find it hard to believe that anyone who was involved in making this film had ever been to japan as it didn't feel Japanese in the slightest. Almost everything about it was terrible. I will admit the actors were generally quite good but couldn't stand a chance of saving it. Before the film started I was surprised that there were only ten people in the cinema on a Friday night shortly after the movie had opened in Japan. 30 minutes in I was amazed they stayed. I stayed so I would have the right to criticize it. The whole movie was punctuated my groans and suppressed laughs of disbelief from my Japanese girlfriend. Everyone I saw walking out of that cinema had looks of confusion and disappointment on their faces. <br /><br />To the makers of this movie, you owe me two hours.",Negative
79,"This Hal Roach comedy short, A Tough Winter, is the ninety-ninth in the ""Our Gang/Little Rascals"" series and the eleventh talkie. Bascally a showcase for black comic Stepin Fetchit who gets special billing here, we see him going to his shack where the gang hangs out. Farina retrieves a love letter from the mail for him and is told by Stepin to read it since he can't read it during the day as he goes to NIGHT school. It happens to be from his sweetheart in Tennesse so now Farina has to have his ears stuffed with cotton since it's too hot for him to hear! In another room, Weezer relays instructions to Mary Ann of making taffy from the radio but because he keeps running back and forth to the kitchen, he misses the lady announcer's segue to rice pudding and Spanish tamale confusing Mary Ann with additions of Tabasco and Lux! After the concoction is completed, Jackie and the rest of the gang help themselves with the awful tasting but very sticky substance as everyone gets stuck on the walls as a result. As they all try to clean the mess, Stepin works in the basement on various pipes and electrical outlets that mixes variable appliances' functions such a telephone that vacuums, a vacuum that rings, and a refrigerator that plays music! The End. What I've just described portends the meandering nature of this ""Our Gang"" short that served as the pilot for a potential Stepin Fetchit movie short series. It's just as well that it never took place as Fetchit's characterization of the lazy Negro was amusing only in small doses and would be considered highly offensive today. Many of the scenes I've just described are good for some laughs though the final sequence was so confusing that the results were just too blah for me. So in summary, A Tough Winter is a curio worth seeing at least once. By the way, Stepin's real name was Lincoln Theodore Perry.",Negative
80,With movies like this you know you are going to get the usual jokes concerning ghosts. Eva as a ghost is pretty funny. And the other actors also do a good job. It is the direction and the story that is lacking. That could have been overlooked had the jokes worked better. The problem only is that there aren't many jokes. Sure I laughed a couple of times. Apart from the talking parrot there wasn't an ounce of creativity to be noticed in the movie. I blame the director not using the premise to it's full potential. Eva certainly has the comedic skill to show more but did not get the opportunity to do so. Overall this movie is ideal for a Sunday afternoon. Other than that it can be skipped completely.,Negative
81,"If this film strikes you (as it did us and, apparently, others departing the theater) as disappointingly thin, it may be because the subject herself is mildly disappointing. The film faithfully presents us Bettie Page as she probably was: a playful almost-innocent from the rural South whose career as ""the pinup queen of the universe"" was for her just goofy, natural fun. Her eventual moral qualms, religious conversion and sudden departure from nude and bondage modeling are biographically accurate, yet hard to understand given how untroubled she seemed by her livelihood.<br /><br />There are many reasons to see this film even so, not least of which are the amazing b&w noir cinematography of W. Mott Hopfel III (complete with old fashioned wipes and dissolves), the 1950's-faithful acting of the cast under the direction of Mary Harron, pitch-perfect performances by some of our most underrated supporting actors (including Chris Bauer, Lili Taylor, Sarah Paulson, Austin Pendleton, Dallas Roberts and Victor Slezak), not to mention the Oscar-worthy and technically difficult lead performance of Gretchen Mol.<br /><br />Ms. Mol does several scenes fully naked and most others in amazing period lingerie and ""specialty"" costumes (gloriously assembled by costume designer John A. Dunn), yet she astonishingly maintains Bettie Page's unstudied pleasure in her lush body. To watch Ms. Mol as Ms. Page, an aspiring actress, progressing through degrees of progressively less ""bad"" auditions and student acting scenes is to see a truly fine actress in complete control of her craft.<br /><br />The script does effectively bring us into 1950's America, where childhood sexual abuse, lawless abduction and rape, and the legal suppression of brands of pornography which today seem laughably tame, is a reality. 50's New York is evoked with seamlessly-inter cut news reel footage. 50's Miami comes alive in super-saturated, 16mm-style color. The real Bettie Page seems to scamper, smile and pose before us, and yet the effect is curiously lightweight, barely lewd and not at all dangerous.<br /><br />How odd that bondage's greatest icon should be so lacking in venom, and that this technically excellent biopic should have so little sting.",Positive
82,"If you like CB4, you have no idea what you're missing if you haven't seen this film yet. This movie is crazy hilarious, and incorporates a lot more about the hip hop industry than any other parody movie... It is unfortunate that this movie has not been released on dvd because it is one movie that everybody I've ever watched it with has loved and wanted a copy. If you really want a good laugh and you like hip hop and are a little familiar with some old-school performers, definitley rent this movie. There aren't that many video rental places that have copies of it, but if you happen to come across one you will not be disappointed.",Positive
