,document,summary,id
162,"Lisa Doughty, who has mesothelioma, was a pupil at Haggerston Girls' School in Hackney, east London in the 1980s.
The 47-year-old said the music desks were often covered in dust, which may have had asbestos particles.
Hackney Council said it had not received a formal claim and could not investigate until it did.
Ms Doughty said she had spent a lot of time in the music room each week rehearsing plays.
""We used to sit on the desks and have to wipe white dust off them,"" she said.
""There were two heavy doors at the entrance to the music room and these would constantly slam, shaking the room. The school was in pretty bad repair so maybe the dust came down from the ceiling when the door closed.""
Ms Doughty said if it was proved the music room was the cause of her cancer, then it was ""possible that many others have been affected"".
""I wanted to raise awareness of this and to appeal for anyone else who has been affected, pupils or teachers, to get in touch.""
Ms Doughty's lawyers, Slater and Gordon, have found that asbestos ceiling tiles were in place during the time that she was a pupil at the school.
They are considering taken further legal action.
A Hackney Council spokesman said: ""Asbestos was historically used extensively in both public and private buildings due to its fire retardant properties and, as with any building of this age, Haggerston School has been subject to regular condition and asbestos surveys and removals.""
Edmund Young, an asbestos-related disease specialist at the law firm, said: ""Mesothelioma is traditionally a form of cancer that has affected those working in industrial jobs, but we are seeing more and more people - both teachers and former pupils - coming to us who have breathed in asbestos particles while at school.""",A mother-of-three who believes she was exposed to asbestos as a schoolgirl has been diagnosed with a cancer often related to the toxic substance.,38829733
163,"The 29-year-old is the latest player to pledge his future to Ulster after Ruan Pienaar, Nick Williams and Robbie Diack all signed contract extensions.
""I am delighted to have committed to Ulster for the long term,"" said Henry.
""It is a great team to be a part of, and there is no doubt when it comes to winning silverware, we have some unfinished business.""
Henry, who has won eight caps for Ireland as well as playing 109 times for Ulster, is hoping to win a trophy with the province after defeats in the Heineken Cup final and Pro12 final in the past two seasons.
He is also targeting a place in Joe Schmidt's Ireland squad for the World Cup in 2015.
""In my opinion, being at Ulster gives me the best chance to fulfil that ambition,"" he said.
""This squad is getting better and better.
""We have experience as well as young players coming through, who are proving that they can perform at the very highest level.""
Ulster's Director of Rugby David Humphreys said: ""Chris has been a cornerstone of our success in recent years"".
""His performance against Montpellier typified what he brings to the Ulster team, namely commitment, intensity and ferocity at the breakdown.
""It would be hard to find anyone who is more passionate about playing for Ulster than Chris Henry and I am extremely pleased he will be part of the squad until at least 2017.""",Ulster forward Chris Henry has signed a new three-year deal keeping him at Ravenhill until 2017.,24624736
167,"The area near the main administrative block of JNU is filled with passionate students.
They cheer loudly as a speaker climbs on to a stage.
Slogans like ""free Kanhaiya Kumar"" and ""long live revolution"" fill the air as hundreds of visibly agitated students pour into the area.
Those gathered here believe that Mr Kumar, the leader of the university's student union, is innocent of the sedition charges levelled against him, and are shocked by the fact that police entered the university to arrest him on Saturday.
Police have alleged he organised an event commemorating the hanging of 2001 Parliament attacks convict Afzal Guru, where ""anti-India slogans"" were raised.
The students here passionately defend Mr Kumar when I ask them what actually happened at the event.
""We are not terrorists. We are just students and we also condemn anti-India slogans. Our president had nothing to do with those slogans at the event,"" a student tells me.
But she refuses to speak on camera.
""I don't want to be seen on camera. I am worried about my safety,"" she says.
Student activist Shreya Ghosh speaks of the fear prevailing inside the university.
""We have been sleeping in different rooms every night to avoid arrest,"" she says.
Another student activist Deepshita claims that ideological politics lies at the heart of Mr Kumar's arrest.
""Right-wing students want to increase their foothold in the university and that is why they got him [Mr Kumar] arrested. They feel bolstered because the right-wing BJP party is in power at the centre,"" she says.
Professor Rajarshi Dasgupta agrees.
It's 3pm and speakers are becoming more ferocious in their attack on Prime Minister Narendra Modi and his BJP party.
Among the speakers is Prof Ajith Kanna.
""If Kanhaiya is anti-national, then I am also anti-national,"" he tells the cheering crowd.
But he pleads with his students to remain peaceful and not pay attention to rumours.
And rumours are not in short supply, flying across the tension filled campus. Among them are that more than 100 armed right-wing activists have entered the campus.
I meet right-wing student group Akhil Bharatiya Vidyarthi Parishad (ABVP) member Saurabh Kumar a few blocks away from the protest site.
""The law will decide whether he [Kanhaiya Kumar] is guilty or not but we won't tolerate anti-India activities inside this campus,"" he says.
But not everyone is protesting.
At one of the student housing facilities, I meet PhD students Bibas Sewa and Bijay Thapa.
The two condemn the arrest of Mr Kumar, but agree that the protests have disrupted their studies.
Even at a time when politics has gripped JNU, there are some students who just want to get on with their work.",The BBC's Vikas Pandey spends a day inside India's prestigious Jawaharlal Nehru University (JNU) in Delhi amidst the highly charged debate over the arrest of a student leader on sedition charges.,35584972
171,"One is the US Grand Prix in Austin, Texas; the other is Singapore.
Each one has that certain je ne sais quoi that lifts them out of the humdrum and makes them exceptional.
As far as Singapore goes, it's no surprise it has become second only to Monaco as the place where most business gets done over a grand prix weekend. It's a place you just really want to go.
That message permeates, and has made it into one of the most desirable races on the calendar.
For a start, the ambience is terrific - and, let's be honest, this is what appeals to the business visitors, rather than the demands of racing on one of the longest tracks in F1 in crippling humidity.
Singapore is a fascinating destination full stop, thanks to its place at the crossroads of south-east Asia and colonial past. But hosting the race at night adds an extra dimension.
The track jags through the city centre under lights, Chinese lanterns adding a dash of colour, the futuristic city skyline the backdrop.
As the sun sets, the whole place seems to shimmer and sparkle for a while. Darkness takes the edge off the tropical heat, and a heady, luscious tropical atmosphere settles over the place.
For those working at the race, there's a surreal edge to it, too.
Know someone who volunteers in sport and deserves recognition for their efforts? Give them the chance to shine by nominating them.
First track sessions at dusk, qualifying and race after dark means staying on European time. So you wake up at 2pm, finish work in the early hours and go to bed at six in the morning.
You can eat in a hotel restaurant, some of which stay open all night for the race weekend. Better, though, to head to an all-night hawkers' market, where delicious, cheap local food is on offer from a myriad of stalls and you can drink in the atmosphere of the place.
Oh, and the track is pretty good, too. It's no Spa or Suzuka, but the Marina Bay Circuit has a challenge all of its own.
A long, long lap, a nearly two-hour race, bumps, 23 corners and intense humidity make it arguably the toughest grand prix on the calendar - only Malaysia comes close.
Add it all up and it's a race not to be missed.
Andrew Benson, chief F1 writer
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.","Of all the new races that have been added to the Formula 1 calendar in the last 15 years or so, only two have really cut through to establish themselves as something special.",37349129
175,"The victory represented a gain from the SNP, who took the seat in the 2011 Holyrood election.
The by-election was caused by the resignation of sitting MSP Bill Walker, who was thrown out of the SNP and jailed for domestic abuse.
Cara Hilton, the parliament's newest MSP, said the people of Dunfermline ""deserved better"".
The SNP won Dunfermline as part of its landslide election win in 2011 with a majority of just 590 votes, but was not able to hold on.
In the end, Labour took the seat with a majority of 2,873 - a 7% swing from the SNP.
The Liberal Democrats came third in the contest, with the Conservatives in fourth place.
Ms Hilton said: ""After the disgrace of Bill Walker, Dunfermline deserves better and I will ensure that we will be better - far better than what went before.""
Labour majority: 2,873
Turnout 24,200 - 42.65%
Swing: 6.94% from SNP to Labour
And ahead of the SNP administration's independence referendum next year, she added: ""We need a Scottish government that will address the needs of Scots, not one  that will simply make promises about what will happen after 2016.
""Today Dunfermline has sent a message to Bute House and Alex Salmond: it's time for you to focus on the real priorities of Scots, not your constitutional obsession.""
The by-election campaign centred on contentious local issues, including proposed school closures, while the SNP focused on its national policies such as the council tax freeze and the decision to remove the tolls on the nearby Forth Road Bridge.
Despite the result, SNP candidate Shirley-Anne Somerville said she was proud of the campaign she fought.
""We've run a positive campaign trying to support local parents in their schools and I hope we can come together, all of us in the party, to make sure those three schools in the Dunfermline constituency stay open,"" she said.
The Liberal Democrats saw their vote drop by 8% on the night.
Candidate Susan Leslie said: ""I think it has been a victory for women in politics in Scotland that four women stood in this by-election and fought positive campaigns on the issues for Dunfermline.""
Scottish Conservative candidate James Reekie - whose party saw a 1% increase in its vote - added: ""When the people of Dunfermline are faced with the dilemma of Labour and the SNP, they chose the Conservatives.""
Turnout in the by-election was 42.65%.","Labour has won the Scottish Parliament by-election in Dunfermline, after beating the SNP by almost 3,000 votes.",24645770
176,"The 31-year-old, who will have the support of newly-appointed head coach Keith Bertschin, succeeds Marcus Bignot, who left Solihull on 7 November to join League Two side Grimsby Town.
McDonald, who took over the Pitmen in May, leaves them fourth in the Northern Premier League Premier Division.
His first game will be Tuesday's FA Cup first-round replay at home to Yeovil.
Solihull are 16th in the National League after being promoted last season.
McDonald will also be joined at the Moors by assistant manager Nick Green and coach David Bridgwater, his backroom team at Hednesford and his previous club Redditch.
""With my ambitions as a football manager, the opportunity to come to Solihull was just too good to turn down,"" McDonald told BBC WM.
""Part of the decision to come was to help with my development. Keith has a wealth of experience which will help that.
""But I'm in charge. I have my management team with me, I want to put my stamp on things and carry on the good work Marcus has done in transforming this club.
""It was a tough decision and Saturday was an emotional day for me, but the people at Hednesford understand why I've made it.""
Liam McDonald was talking to BBC WM's Rob Gurney.",National League side Solihull Moors have appointed Hednesford Town boss Liam McDonald as their new manager.,37974587
178,"The force's interest in using the birds of prey follows trials in the Netherlands.
Drones - pilot-less aircraft which are controlled remotely - are used by police forces to capture footage on difficult terrain, including cliffs.
But there are concerns criminals are also using the new technology.
In November, the Ministry of Justice said a drone used to smuggle mobile phones, SIM cards and drugs into the grounds of HMP Manchester had been recovered by guards.
The MoJ reported nine attempts to use drones to infiltrate prisons in England and Wales in the first five months of 2015.
A think tank has also warned that drones could be used by terrorist groups.
The UK Air Proximity Board said last month that drones had been involved in four serious near misses at UK airports.
The birds would help by taking down the aircraft, which they would consider to be prey.
However, Jemima Parry-Jones, who is the director of the International Centre of Birds of Prey in Gloucestershire, described the idea as a ""gimmick"".
""Eagles are big, powerful birds; they should not be flown in built-up areas. And secondly in terms of the safety of the bird, you're asking it to grab hold of a drone, which often have four rotating blades keeping it in the air,"" she said.
""If the police in the UK are asking the right experts they should listen to our advice.
""If you don't believe us, try putting your own fingers into the propeller of a reasonably sized drone and see what happens.""
But a spokesman for the RSPCA said: ""In principle we would not have an issue with police forces training eagles in an attempt to tackle drones, although we would have concerns over the welfare of the birds.
""At the moment, however, there is not enough information available for us to be able to make an informed comment.""
A Met Police spokesman said: ""As would be expected in an organisation that is transforming, we take an interest in all innovative new ideas and will of course be looking at the work of the Dutch police use of eagles.""",The Metropolitan Police says it is considering using eagles to intercept drones amid concerns the aircraft are increasingly used to commit crime.,35519470
179,"The oyster beds were laid off the coast of Porlock Bay in 2013 as part of an initiative to boost employment and ""improve the image of the area"".
Now, the farming of the shellfish has taken off, secured the highest quality rating and are due to be sold locally.
Roger Hall, from the Porlock Futures Community Interest Company, said it had been a ""brilliantly successful trial"".
Using oysters from Morecambe Bay in Lancashire, trials were set up to establish whether the shellfish could be farmed in the seas around Porlock.
""We've proved the oysters not only grow but have got the best Class A classification for cleanliness you can get,"" said Mr Hall.
""It's the realisation of what started off as an interesting idea and now we've got 70 trestles with thousands of oysters on them all waiting to be eaten in the restaurants.""
Following a successful trial, the project has been awarded Â£75,000 from the Power To Change fund and raised more than Â£65,000 from the local community.
David Salter, from the Community Interest Company, said they ""haven't got the fastest growing site in the South West"" but are hoping to sell around 30,000 oysters this year.
""Next year, we'll be getting up to the 80,000 and then in four to five years we'll have 500,000,"" he said.
""It's really growing and in a few years we'll have 500 trestles out here.""",Thousands of oysters have been harvested in a Somerset village for the first time in almost 100 years.,36185624
180,"Capped 94 times, Phillips' comments come as criticism has been levelled at coach Rob Howley for failing to bring new players into the Wales team.
As they prepare to face France, Wales have capped just three new players since the 2015 World Cup, but Phillips says he understands the situation.
""You can't just blood youngsters because they are young,"" he said.
Since 2015, only Blues flanker Ellis Jenkins, Newport Gwent Dragons lock Cory Hill and Ospreys fly-half Sam Davies have been handed their senior debuts.
In Wales' final Six Nations clash in Paris, there have been calls for Howley to have one eye on the future and play new faces.
Instead the has stuck with the same side that beat Ireland last time out.
This comes despite Howley having a host of uncapped players in his squad in the shape of Ospreys flanker Olly Cracknell and lock Rory Thornton, Leicester fly-half Owen Williams, Scarlets wing Steffan Evans, Dragons wing Ashton Hewitt, Scarlets scrum-half Aled Davies and Wasps flanker Thomas Young.
Media playback is not supported on this device
Howley has also ignored calls for Davies to start at fly-half and for Ospreys' teenager Keelan Giles to come in on the wing.
Phillips said he agreed with Howley's decision and that he believed the onus was on the young players to show they are ready for the senior side.
""There's a few guys on the verge, but those youngsters have still got to learn,"" Phillips told BBC Radio Wales.
""They are young and developing, but they will get their time in seasons to come. But they've got to improve in training and show Rob that they deserve to be first-choice players.""
Against France, Phillips believes Howley has got his selection spot on.
He added: ""It's a difficult one. In that international jersey should be the best because you are the best in the position. You should not just hand out caps willy-nilly to people.
""The development of the future is an important thing, but that needs to be done in a structured way.
""But it has been difficult because of the way things have panned out. They've looked to get the wins and back those players. The best players in Wales are playing on the field, it's as simple as that really.""",Former scrum-half Mike Phillips has urged Wales' rising stars to prove they are good enough for the national side.,39306113
181,"The Dudley Business Loan Fund is aimed at businesses in the borough with fewer than 250 staff that have struggled to secure bank loans.
The scheme is a partnership between Dudley Council and the Black Country Reinvestment Society (BCRS).
Councillor Shaukat Ali said he believed it could play a ""vital role"" in stimulating the local economy.
He said there were some 9,000 businesses in the area that could be eligible.
The scheme, offering loans of £10,000 to £50,000, is open to small and medium-sized businesses with a turnover of less than £5m.
The scheme has been joint funded by the council and BCRS through a European grant.
Paul Kalinaucas, chief executive of the BCRS not-for-profit lender, said the fund would help Dudley ""develop, grow and prosper"".
Cradley Heath manufacturer Sealco benefited from a £50,000 BCRS loan in 2008 and said small sums could sometimes make a big difference.
Managing Director Rob Fowkes said: ""In that year it helped us maintain staffing levels and got us through the very sticky parts that were 2008 and 2009.""
Since 2009, the company has doubled its workforce and doubled its turnover to more than £2m.
Dudley Council said it expected the new loan scheme to create 30 jobs and secure 60 more.","Small businesses in the Black Country are being given access to a £1m council fund, in a bid to secure jobs.",19347718
182,"Transgender protesters forced a halt to debate on the bill on Wednesday.
Last month, the state approved a human rights measure banning gender identity discrimination at public facilities.
In recent weeks, two other states passed laws ensuring equal access to gender-segregated facilities for transgender students.
The bill in Arizona's Republican-dominated legislature would make it a misdemeanour offence to use a public toilet, bathroom, shower, bath, dressing room or changing room associated with a gender other than what is on one's birth certificate.
Penalties could include six months in prison.
""If you look like a man and you live your life like a man, you should be able to use a man's bathroom,"" said Dru Levasseur, a transgender rights lawyer for the advocacy group Lambda Legal.
But John Kavanagh, the Republican lawmaker who sponsored the bill, said he feared criminals might take advantage of the situation and expose themselves to children of the opposite gender.
""This law simply restores the law of society: men are men and women are women,"" Mr Kavanagh said, according to the Associated Press.
""For a handful of people to make everyone else uncomfortable just makes no sense.""
But, Mr Kavanagh added, police would be allowed to use their discretion over whether to press charges if women used the men's room to avoid a long queue.
On Wednesday, Mr Kavanagh agreed to postpone a vote on the bill at the start of a hearing filled with dozens of transgender activists.
The bill's opponents say it would force transgender people to reveal themselves and risk harassment,
""Most transgender people try to slip through public places without being noticed,'' activist Erica Keppler said.
""This will turn us into criminals.""
And advocates say transgender people can find it difficult to change gender on their birth certificates because many states require proof of gender treatment surgery.
Meanwhile, other states such as Idaho and Ohio do not allow such changes at all, the American Civil Liberties Union said.
It is already illegal to discriminate against transgender people in 16 US states, although the extent of protections can vary, the group added.
In an ongoing case, a Colorado family has filed a complaint against the state after their six-year-old, who was born a boy, was banned from using the girl's bathroom at her primary school.",Lawmakers in Arizona are weighing a law requiring transgender people to use public toilets of the gender listed on their birth certificate.,21870064
184,"Gorka Marquez needed dental surgery after two of his lower jaw front teeth were badly chipped in Blackpool.
The BBC said he was attacked by a gang of youths while reportedly walking to a nightclub with colleagues on Saturday.
A Strictly spokesman said Mr Marquez ""doesn't wish to make a formal complaint"" and ""just wants to move on"".
The 26-year-old Spaniard was in the Lancashire resort for a live edition of the show from Blackpool Tower Ballroom when he was the victim of an ""unprovoked incident"".
Mr Marquez was getting out of a car when a ""random group of lads"" ran past and assaulted him, the Strictly spokesman added.
A Lancashire Police spokesperson said: ""We have checked CCTV and spoken to the club and inquiries continue.
""We have had no formal complaint from Mr Marquez.""
After the attack, Marquez tweeted: ""Thanks for all your kind messages and support about Blackpool.
""It was a bad experience but I'm feeling better and just want to look forward to the show on Saturday!""
Mr Marquez made his Strictly debut in this year's series and had been partnering EastEnders actress Tameka Empson, who plays Kim Fox in the BBC soap.
They were eliminated in the second round but Marquez has continued to appear in the programme as part of the weekly group routines.","A Strictly Come Dancing star assaulted by a gang does not want to make a formal complaint to police, the show has said.",38107017
186,"The 67-year-old suffered a broken collarbone when he was knocked to the ground outside his Gateshead home in January.
An online appeal set up by beautician Katie Cutler raised £330,135.
Richard Gatiss, 25, from Gateshead, had pleaded guilty to assault with intent to rob at Newcastle Crown Court.
After the sentencing, Mr Barnes said it was ""just about the right length of time"" and he hoped prison would give Gatiss time to reflect on what he had done.
""I hope while he's in prison he'll do some thinking and when he comes out he'll do something useful,"" he said.
Gatiss, from Split Crow Road, was caught after police retrieved DNA evidence from a pocket on Mr Barnes' jacket.
He had been desperate for money to buy legal highs but ran off empty-handed when Mr Barnes shouted for help, the court heard.
Judge Paul Sloan QC described Gatiss' actions as ""despicable and opportunistic"" and said he had picked on Mr Barnes because he was vulnerable.
Mr Barnes has lived with disabilities from birth after his mother contracted German measles when she was pregnant. He is visually impaired and stands 4ft 6in (1.21m) tall.
After the hearing, Mr Barnes, who was joined by 21-year-old Miss Cutler, said: ""I'm pleased he's been sentenced and I think the sentence of four years is just about the right length.
""I hope while he's in prison he'll do some thinking and when he comes out he'll do something useful. Maybe he might decide to help people, which I think would be a good idea for him.
""It's sad that he was brought to the stage of doing something like this - not necessarily just me, it could have been anybody and they might not have got over the incident.
""But I've moved on,"" he said.
Holding back tears, Miss Cutler added: ""It's hard for me to talk about Richard as it wasn't me who was attacked, but I just hope he gets the help that he deserves.
""I'm just glad that that some good has come from this and we can move forward.""
While on remand, Gatiss was kept in segregation for his own safety.
Jamie Adams, defending, said it was ""an awful case"" but publicity surrounding it made it difficult to ""keep a proper outlook on what the sentence should be"".
On the prison bus to court Gatiss had been ""the subject of some pretty awful double-standard behaviour"" from other inmates, Mr Adams said.
""Life is not easy for him. He is going to be in the public glare for a long time to come and he knows that.""
His father, Karl Gatiss, refused to comment on the sentence outside court but called for legal highs to be banned.
Northumbria Police said the sentencing ""should send a message out to those criminals who think it is acceptable to target the vulnerable"".","A man has been handed a four-year prison sentence for assaulting disabled pensioner Alan Barnes, to whom more than £300,000 was subsequently donated.",32157820
187,"In the first half of August, 3,800 migrants arrived in the province of Quebec seeking asylum.
Most are Haitians who fear they will be deported if they stay in the US.
Government officials are now redoubling efforts to counteract misinformation helping bring them to Canada's doorstep.
Nearly 60,000 Haitians were offered temporary protection in the US after a devastating earthquake in Haiti in 2010. The Trump administration extended that temporary protection until January 2018.
Canada completely lifted its own protected status for Haitians a year ago. In 2016, about 50% of all asylum claims by Haitians was rejected.
On Monday, federal Public Safety Minister Ralph Goodale warned that ""people should not think that border-hopping is a desirable or productive thing to do"".
Canadian diplomatic staff in the US  have been trying to ""aggressively dispel the myths"" about coming to Canada circulating south of the border, including that residency is guaranteed, said Immigration Minister Ahmed Hussen.
Federal Liberal MP Emmanuel Dubourg, who is of Haitian origin and speaks Creole, has been tasked with engaging extensively with Haitian media in American cities like Miami and New York.
End of Twitter post  by @CitImmCanada
Over the weekend, Canadian Prime Minister Justin Trudeau also addressed the issue.
""Canada is an opening and welcoming society,"" he told journalists at a news conference in Montreal on Sunday.
""But let me be clear. We are also a country of laws. Entering Canada irregularly is not an advantage. There are rigorous immigration and customs rules that will be followed. Make no mistake.""
Mr Trudeau has been criticised over his government's refugee-friendly message and ""irresponsible tweets"" by opposition politicians who argue that those  helped encouraged the surge.
Canadian officials are also trying to counteract the spread of misinformation online about the openness of Canada's asylum system.
Since January, 7,500 migrants have crossed illegally into Canada.
The majority are crossing into Quebec, where migrant numbers more than tripled between June and July to 2,996 from 781. In the first half of August, 3,800 migrants crossed seeking asylum in the province.
The federal government has increased the number of staff in the region in order to help process claims that determine whether a migrant is eligible to make a refugee claim. There is currently a five-month wait.",Canada is reaching out directly to the Haitian community in the US in an effort to stem the number of migrants crossing the border illegally.,41004037
188,"A University College London team spoke to paediatricians at 177 hospitals in England and Wales and found poor knowledge on identifying underweight children and serious complications.
This was despite most respondents having experience of treating a child with an eating disorder.
The Royal College of Paediatrics said it was working to improve training.
Study leader Dr Lee Hudson from the Institute of Child Health, University College London, said more under-13s now presented with eating disorders than meningitis due to the success of vaccination programmes.
This shift in childhood illness may be one reason why his research suggested a lack of knowledge on spotting underweight children and the associated medical problems, he added.
In the study, one on-call paediatrician was questioned in every hospital providing acute in-patient care for children.
During a phone interview they were asked how they would identify if a child was underweight and what clinical examinations they would carry out to check for severe or potentially life-threatening complications.
Only half said they would use Body Mass Index to decide if older children or adolescents were underweight, as advised in international guidelines.
And only one in five said they would adjust that for appropriate cut-offs in children.
There was also a lack of awareness of signs and symptoms of complications in children whose weight had dropped to seriously low levels.
The researchers were particularly concerned that only 13% knew a specific danger sign to look for in tests checking that the heart was working properly, the team reported in Archives of Diseases in Childhood.
Doctors also scored poorly on knowledge of dangerous complications associated with giving nutrition to someone who has not eaten for a while or is severely malnourished.
Dr Hudson said this was not a criticism of doctors because eating disorders tended to present with vague symptoms, but highlighted a gap in training.
""In addition to that, services for children with eating disorders are very hit and miss around the country.""
But he stressed that as those surveyed would be the first paediatricians to assess such children, especially out of hours, they needed to know how to spot dangerously underweight children and teenagers and signs of severe complications.
""From previous research we know that a third of children who are underweight present with life-threatening features,"" he added.
Prof Russell Viner, a co-author of the study but also a member of the Royal College of Paediatrics Nutrition Committee, said the college was aware there was a training need around eating disorders and underweight issues.
""We are refreshing training on adolescent health,"" he said.
""And in association with the Department of Health and the Royal College of Psychiatry we are developing a training programme around mental health in adolescents.""","Doctors may be failing to spot tell-tale signs in children who are underweight, a study suggests.",21387993
189,"Couples will now be allowed to have two children, it said, citing a statement from the Communist Party.
The controversial policy was introduced nationally in 1979, to slow the population growth rate.
It is estimated to have prevented about 400 million births. However concerns at China's ageing population led to pressure for change.
Couples who violated the one-child policy faced a variety of punishments, from fines and the loss of employment to forced abortions.
Over time, the policy has been relaxed in some provinces, as demographers and sociologists raised concerns about rising social costs and falling worker numbers.
The decision to allow families to have two children was designed ""to improve the balanced development of population'' and to deal with an aging population, according to the statement from the Community Party's Central Committee carried by the official Xinhua News Agency (in Chinese) on Thursday.
Currently about 30% of China's population is over the age of 50. The total population of the country is around 1.36 billion.
The Communist Party began formally relaxing national rules two years ago, allowing couples in which at least one of the pair is an only child to have a second child.
China's one-child policy
What was China's one-child policy?
Trauma and sympathy shared online
Correspondents say that despite the relaxation of the rules, many couples may opt to only have one child, as one-child families have become the social norm.
Critics say that even a two-child policy will not boost the birth rate enough, the BBC's John Sudworth reports.
And for those women who want more than two children, nor will it end the state's insistence on the right to control their fertility, he adds.
""As long as the quotas and system of surveillance remains, women still do not enjoy reproductive rights,"" Maya Wang of Human Rights Watch told AFP.
I was born in 1979, the year the one-child policy was implemented. And even then, I wasn't supposed to be born.
In my parents' work unit, there were also quotas for babies. By the time my mother announced her pregnancy, the quotas were all used up for the year.
But kind-hearted officials decided to look the other way and allowed my birth. My would-be siblings were less lucky.
As a result of the policy, my mother had to endure two abortions. Even today, she talks about 'Number Two' and 'Number Three' and what they might have been like.
Read more personal stories
Carrie Gracie: U-turn may not bring prosperity
Writing in The Conversation, Stuart Gietel-Basten, associate professor of social policy at the University of Oxford, says the reform with do little to change China's population and is instead a ""pragmatic response to an unpopular policy that made no sense"".
The announcement in China came on the final day of a summit of the Communist Party's policy-making Central Committee, known as the fifth plenum.
The party also announced growth targets and its next five year plan.","China has decided to end its decades-long one-child policy, the state-run Xinhua news agency reports.",34665539
191,"The 33-year-old, the world's number one ranked Test bowler, is set to miss Lancashire's next two County Championship games.
England begin their four-match series against Pakistan at Lord's on 14 July.
Anderson suffered a stress fracture in the right shoulder blade during the third Test against Sri Lanka.
Paceman Anderson played a key role in the recent Test series against Sri Lanka, which the hosts won 2-0.
England's leading wicket-taker in Tests took 21 wickets across the three matches, including 10 as the hosts won the opener at Headingley by an innings and 88 runs.
He replaced team-mate Stuart Broad at the top of the International Cricket Council bowling rankings after taking 8-94 in the second match of the series.
The England and Wales Cricket Board (ECB) said Anderson's availability for the Pakistan Test would be ""determined following ongoing management and review by both the ECB and Lancashire's medical teams"".
Anderson missed the last two Tests of England's 2015 Ashes win with a side strain, before a calf problem forced him to sit out the first Test against South Africa in December.
A short statement from Lancashire read: ""The club wishes James well with his recovery and hopes to see him back in action soon.""
Durham all-rounder Ben Stokes could replace Anderson after returning to competitive action on Friday after injuring a knee during the Sri Lanka series.",England fast bowler James Anderson is a doubt for the first Test against Pakistan next month after injuring his right shoulder.,36629542
196,"British Gas unveiled a 5.1% price reduction, followed swiftly by EDF's announcement of a 5% cut.
British Gas's price change takes effect on 16 March, while EDF's kicks in eight days later.
The moves benefit customers on a standard domestic gas tariff.
Britain's big six energy suppliers have been under pressure to pass on savings to customers after a 57% drop in wholesale gas prices since this time last year.
E.On was the first to announce a cut this year of 5.1%, followed by similar reductions by SSE, Scottish Power and Npower.
Executive director at consumer group Which?, Richard Lloyd, said :""Seeing all of the big suppliers mirror each other with small cuts in the face of falling wholesale prices will raise questions in many people's minds about whether competition is working in this market.""
British Gas, which is owned by Centrica, said 6.8 million of its customers on dual-fuel deals would see an average annual saving of Â£31 due to the 5.1% cut.
It said customers on so-called ""fix and fall"" tariffs would also benefit from the price reduction.
EDF said about 900,000 of its customers would also make an annual saving of Â£31.
It said it had no exit fees on any of its fixed deals.
Beatrice Bigois, managing director of customers at EDF, said: ""Our prices are under constant review and today's announcement reflects falls in wholesale gas costs.""
Centrica's Mark Hodges, chief executive of its energy supply and services in UK and Ireland, said: ""Competitive pricing is the way to retain existing customers and win new business in this hard-fought market.""
Some commentators warn that these types of ""standard"" tariffs are among the most expensive, so there is still benefit in shopping around.
Rachel Fletcher, Ofgem's senior partner for consumers and competition, said: ""These price cuts are a movement in the right direction for loyal customers, but they are dwarfed by the savings available by switching from a standard tariff to a fixed deal.
""You could save more money, up to Â£300, by switching.""
There was also criticism of the industry for failing to cut electricity tariffs, despite falling wholesale costs.
Energy analysts at Jefferies said: ""There has still been no movement in electricity tariffs, despite a 30% fall in wholesale electricity prices since August 2014.
""This is likely due to increased environmental costs, which fall on electricity rather than gas, and additional network charges.""
British Gas said it was unable to lower electricity prices due to rising costs, such as for network delivery, adding that wholesale costs only make up a third of electricity bills.
Energy and Climate Change Secretary Amber Rudd said there was still more to do.
Suppliers are awaiting the outcome of a competition watchdog investigation set to conclude in June, which Ms Rudd said would help determine if consumers were getting a ""rough deal"".","British Gas and EDF Energy have announced they are cutting their gas prices, the last of the big six energy suppliers to do so.",35547391
203,"Jamie Peacock, Kevin Sinfield and Kylie Leuluai ended their careers and left the club after beating Wigan Warriors at Old Trafford on Saturday.
The win followed success in the League Leaders' Shield and Challenge Cup to complete a domestic treble.
The trio were honoured at a celebratory event at the First Direct Arena.
Speaking after winning the Grand Final, former England captain Peacock said: ""It's a bit difficult to sum up. I'm lost for words.
""I just feel fortunate to be in a great team. It's a team sport and that's why rugby league is such a great sport.""
Leeds City Council leader Judith Blake said: ""It has been another amazing season for the Leeds Rhinos and [the event] is an opportunity for supporters to congratulate the team on their efforts and also say a big thank you to legends Kevin Sinfield, Jamie Peacock and Kylie Leuluai.""
""We are extremely proud as a city of the Rhinos, whose commitment, dedication and achievements on the field - coupled with the work they do in our communities - is simply fantastic.
""They are undoubtedly fully deserving of an event such as this.""
Leeds Rhinos chief executive, Gary Hetherington, said it would be a ""spectacular live show"" with performances from The Pigeon Detectives showing appreciation for the three retiring stars.",The careers of three of Leeds Rhinos' notable players have been celebrated in the city following the club's Super League Grand Final success.,34500226
